User ID,Age,Gender,Height (cm),Weight (kg),Workout Type,Workout Duration (mins),Calories Burned,Heart Rate (bpm),Steps Taken,Distance (km),Workout Intensity,Sleep Hours,Water Intake (liters),Daily Calories Intake,Resting Heart Rate (bpm),VO2 Max,Body Fat (%),Mood Before Workout,Mood After Workout
5264,23,Female,170,118,Cardio,13,409,127,13291,8.27,Low,7.5,1.9,2222,60,38.4,28.5,Tired,Fatigued
5265,46,Other,154,59,Strength,93,820,131,7499,8.63,Low,6.9,1.9,2834,75,38.4,28.5,Happy,Fatigued
5266,28,Male,155,89,Running,16,371,155,19141,2.61,High,7.5,1.9,1968,77,38.4,28.5,Stressed,Energized
5267,44,Female,186,81,Cycling,65,887,93,12787,4.89,High,9.3,1.9,3640,66,38.4,28.5,Happy,Fatigued
5268,54,Female,193,94,Yoga,64,750,160,14678,6.04,Low,9.3,1.9,2808,82,38.4,28.5,Happy,Neutral
5269,38,Other,155,79,Strength,80,548,94,5774,1.1,Medium,6.1,1.9,2851,87,38.4,28.5,Neutral,Fatigued
5270,56,Other,192,107,Cycling,37,580,111,7703,4.11,High,9.1,1.9,3951,66,38.4,28.5,Neutral,Fatigued
5271,22,Female,180,73,Yoga,111,440,150,1741,6.91,Medium,9.8,1.9,1744,54,38.4,28.5,Tired,Fatigued
5272,35,Other,185,98,Cycling,113,540,108,2420,6.61,High,9.0,1.9,3894,84,38.4,28.5,Neutral,Energized
5273,44,Other,172,93,Cycling,116,758,102,8403,1.2,High,7.0,1.9,2828,50,38.4,28.5,Tired,Neutral
5274,22,Female,159,76,HIIT,99,923,165,10622,5.87,High,7.2,1.9,3425,89,38.4,28.5,Tired,Neutral
5275,51,Male,158,71,Yoga,102,145,80,7113,8.63,Medium,4.2,1.9,3982,78,38.4,28.5,Happy,Fatigued
5276,19,Female,193,72,HIIT,101,982,88,7963,2.46,Low,6.7,1.9,2906,71,38.4,28.5,Happy,Energized
5277,59,Male,197,112,Cycling,104,310,90,14586,6.38,Medium,9.1,1.9,3347,77,38.4,28.5,Happy,Fatigued
5278,20,Male,181,50,HIIT,106,462,135,6357,12.26,High,8.7,1.9,2118,82,38.4,28.5,Neutral,Energized
5279,32,Female,198,62,Running,96,889,161,15087,9.56,High,7.1,1.9,1811,75,38.4,28.5,Tired,Neutral
5280,47,Female,152,112,HIIT,45,242,177,16866,14.08,Medium,4.1,1.9,2753,89,38.4,28.5,Stressed,Energized
5281,47,Other,166,81,Yoga,83,604,82,3951,13.82,High,5.4,1.9,3942,64,38.4,28.5,Neutral,Fatigued
5282,24,Other,168,115,Strength,94,424,165,9240,3.31,Low,5.4,1.9,2795,55,38.4,28.5,Tired,Neutral
5283,19,Other,176,52,Running,35,993,155,8742,1.48,Low,7.4,1.9,2840,61,38.4,28.5,Neutral,Fatigued
5284,18,Female,181,97,HIIT,109,946,165,5437,7.05,High,4.5,1.9,3625,58,38.4,28.5,Stressed,Fatigued
5285,36,Other,160,64,Cycling,45,966,144,2440,13.71,High,9.8,1.9,2847,73,38.4,28.5,Neutral,Energized
5286,49,Other,186,92,Running,63,295,97,4021,10.3,High,5.8,1.9,2573,74,38.4,28.5,Happy,Energized
5287,45,Other,164,117,Cycling,117,707,137,5350,12.14,Medium,4.2,1.9,3765,73,38.4,28.5,Tired,Neutral
5288,37,Other,190,98,Yoga,97,512,83,3769,5.4,High,9.9,1.9,2256,83,38.4,28.5,Neutral,Energized
5289,34,Other,151,104,Running,42,159,107,1900,7.75,Medium,5.8,1.9,2575,59,38.4,28.5,Happy,Neutral
5290,30,Male,167,117,Running,65,686,101,13828,5.91,High,9.6,1.9,3043,72,38.4,28.5,Neutral,Neutral
5291,41,Other,194,106,Running,49,988,113,1431,11.54,Low,8.2,1.9,2054,54,38.4,28.5,Stressed,Fatigued
5292,43,Female,158,99,Strength,38,346,123,13022,14.38,Low,4.7,1.9,3694,85,38.4,28.5,Happy,Fatigued
5293,30,Male,183,114,Cardio,112,196,154,3313,10.56,Low,7.0,1.9,2372,86,38.4,28.5,Happy,Fatigued
5294,53,Other,163,117,Running,38,491,86,14140,5.81,High,7.9,1.9,3115,60,38.4,28.5,Tired,Neutral
5295,23,Other,181,104,Strength,26,485,109,6592,3.37,Low,9.5,1.9,3878,67,38.4,28.5,Neutral,Fatigued
5296,30,Other,154,82,HIIT,62,506,173,1912,7.88,Low,4.6,1.9,2294,73,38.4,28.5,Neutral,Fatigued
5297,32,Other,170,66,Cycling,25,905,132,19948,5.62,Low,9.6,1.9,2515,62,38.4,28.5,Happy,Energized
5298,34,Female,164,52,HIIT,19,656,161,17269,1.11,Low,8.2,1.9,3231,73,38.4,28.5,Tired,Neutral
5299,40,Female,196,59,Cycling,57,236,155,16463,14.63,High,5.8,1.9,2724,59,38.4,28.5,Tired,Neutral
5300,24,Other,151,114,Strength,82,613,137,13534,3.43,Medium,5.4,1.9,1570,86,38.4,28.5,Tired,Energized
5301,19,Male,163,90,Strength,44,611,125,19707,6.43,Low,9.5,1.9,3773,50,38.4,28.5,Neutral,Fatigued
5302,28,Female,198,117,Running,90,667,138,15569,9.71,Medium,8.9,1.9,3616,82,38.4,28.5,Stressed,Neutral
5303,21,Other,160,89,Yoga,63,683,126,12451,4.32,High,9.1,1.9,1871,61,38.4,28.5,Neutral,Neutral
5304,18,Male,199,107,Strength,95,813,169,1640,3.51,High,9.6,1.9,2057,67,38.4,28.5,Neutral,Fatigued
5305,29,Other,150,85,Cycling,60,843,162,5582,5.14,Medium,7.4,1.9,3622,51,38.4,28.5,Stressed,Neutral
5306,21,Other,164,99,Strength,91,860,112,14446,8.16,High,4.2,1.9,3175,67,38.4,28.5,Happy,Fatigued
5307,23,Female,163,56,Cycling,23,590,94,6445,12.91,Medium,6.8,1.9,1553,75,38.4,28.5,Happy,Fatigued
5308,44,Female,173,63,Cardio,14,222,92,3344,13.34,High,6.6,1.9,2738,63,38.4,28.5,Neutral,Neutral
5309,43,Other,169,72,Running,29,638,134,14419,13.42,Low,7.9,1.9,2473,56,38.4,28.5,Happy,Fatigued
5310,29,Female,150,88,Yoga,89,890,93,19092,6.12,Medium,9.0,1.9,2626,68,38.4,28.5,Happy,Energized
5311,37,Other,163,50,Cycling,49,460,158,10809,8.65,Medium,7.0,1.9,2760,80,38.4,28.5,Tired,Energized
5312,23,Female,181,116,Strength,76,651,142,10337,5.97,Low,9.7,1.9,2263,79,38.4,28.5,Stressed,Energized
5313,49,Female,177,115,Running,110,359,83,15900,6.18,Medium,9.7,1.9,3822,51,38.4,28.5,Tired,Fatigued
5314,19,Female,162,106,Running,119,664,128,9771,6.68,Medium,5.6,1.9,1722,74,38.4,28.5,Neutral,Fatigued
5315,24,Other,181,95,Strength,32,129,144,17136,13.32,High,9.4,1.9,2407,73,38.4,28.5,Stressed,Neutral
5316,42,Other,150,51,Cycling,118,593,156,4304,10.52,Low,4.6,1.9,3390,75,38.4,28.5,Happy,Fatigued
5317,43,Female,168,102,HIIT,44,931,101,1137,11.0,Low,5.0,1.9,3079,69,38.4,28.5,Tired,Energized
5318,31,Male,169,54,HIIT,11,703,107,2952,2.43,Medium,6.3,1.9,3148,78,38.4,28.5,Happy,Energized
5319,38,Female,158,86,HIIT,12,137,115,4644,3.86,Low,9.3,1.9,2343,81,38.4,28.5,Neutral,Neutral
5320,23,Male,156,75,Cardio,32,450,125,7898,7.18,Low,9.8,1.9,1643,64,38.4,28.5,Tired,Fatigued
5321,50,Other,193,72,Running,116,558,128,19838,11.96,Medium,5.2,1.9,3244,77,38.4,28.5,Tired,Fatigued
5322,32,Other,178,70,HIIT,35,997,98,3564,3.37,Low,6.0,1.9,3767,50,38.4,28.5,Stressed,Fatigued
5323,50,Male,161,55,Yoga,20,757,126,3574,12.95,Medium,4.8,1.9,2108,65,38.4,28.5,Tired,Fatigued
5324,59,Female,154,58,Running,83,953,104,12902,2.19,High,5.1,1.9,2744,73,38.4,28.5,Happy,Energized
5325,32,Male,198,73,Yoga,67,515,140,12668,14.44,Low,4.7,1.9,3273,71,38.4,28.5,Neutral,Fatigued
5326,38,Male,180,51,Cardio,22,449,175,1979,11.78,High,8.5,1.9,2534,86,38.4,28.5,Stressed,Neutral
5327,22,Female,154,100,Cycling,29,747,156,10609,12.1,Low,5.9,1.9,3171,53,38.4,28.5,Stressed,Fatigued
5328,50,Other,182,105,Cardio,75,242,123,19591,3.13,High,6.7,1.9,3822,69,38.4,28.5,Tired,Neutral
5329,41,Female,173,53,Strength,104,136,133,9955,2.83,Medium,4.8,1.9,1740,86,38.4,28.5,Stressed,Energized
5330,28,Male,190,117,Yoga,115,846,89,11163,14.18,High,7.9,1.9,3935,54,38.4,28.5,Happy,Fatigued
5331,56,Female,150,88,HIIT,113,163,136,18115,0.91,Medium,8.1,1.9,3057,89,38.4,28.5,Neutral,Energized
5332,52,Male,180,111,Strength,11,782,113,8467,4.78,Medium,4.6,1.9,2529,51,38.4,28.5,Neutral,Energized
5333,52,Other,165,108,HIIT,33,104,87,13685,9.59,High,5.4,1.9,2064,70,38.4,28.5,Stressed,Fatigued
5334,50,Male,196,73,Yoga,45,415,163,4051,10.23,High,7.8,1.9,3903,58,38.4,28.5,Neutral,Energized
5335,49,Other,155,89,Cycling,76,634,100,17172,11.95,High,6.0,1.9,2188,62,38.4,28.5,Neutral,Fatigued
5336,27,Other,154,119,Strength,15,453,107,16940,2.55,Medium,5.9,1.9,3543,84,38.4,28.5,Neutral,Energized
5337,34,Female,189,80,Cycling,45,974,122,11093,1.31,High,4.6,1.9,2265,82,38.4,28.5,Stressed,Energized
5338,46,Male,172,119,Yoga,16,613,175,8147,1.17,Low,5.3,1.9,3542,65,38.4,28.5,Tired,Neutral
5339,22,Other,161,57,HIIT,109,118,130,10966,7.8,Medium,9.3,1.9,3459,84,38.4,28.5,Happy,Energized
5340,18,Other,174,92,Cardio,29,425,164,18622,7.73,Medium,8.2,1.9,2312,57,38.4,28.5,Tired,Energized
5341,21,Male,161,76,Cycling,71,495,134,16112,4.57,Medium,8.4,1.9,3888,78,38.4,28.5,Neutral,Fatigued
5342,51,Female,167,54,Cycling,13,157,103,8529,9.24,Medium,6.8,1.9,2053,70,38.4,28.5,Neutral,Energized
5343,51,Male,160,54,Running,12,792,82,13917,14.24,High,7.3,1.9,1699,77,38.4,28.5,Happy,Fatigued
5344,41,Male,171,52,Cardio,54,889,105,17824,9.84,Medium,8.4,1.9,2524,73,38.4,28.5,Stressed,Fatigued
5345,20,Other,155,114,Strength,50,539,175,14720,14.97,Medium,5.5,1.9,3878,63,38.4,28.5,Neutral,Fatigued
5346,49,Male,156,69,Cycling,52,788,168,17614,8.54,Low,6.6,1.9,2863,55,38.4,28.5,Tired,Neutral
5347,36,Male,196,93,HIIT,10,121,86,10332,12.08,High,7.6,1.9,1638,68,38.4,28.5,Neutral,Fatigued
5348,29,Other,172,58,Strength,117,167,152,6867,7.34,Medium,9.3,1.9,2812,80,38.4,28.5,Happy,Energized
5349,45,Other,159,78,Cardio,25,104,175,7797,8.28,High,7.7,1.9,1550,64,38.4,28.5,Tired,Fatigued
5350,28,Other,187,99,Strength,75,317,131,11154,8.89,High,5.9,1.9,1917,67,38.4,28.5,Happy,Fatigued
5351,33,Female,170,75,Cycling,98,830,154,16934,3.53,High,8.1,1.9,1618,88,38.4,28.5,Neutral,Neutral
5352,50,Male,157,61,Yoga,45,773,144,6426,3.65,Medium,9.6,1.9,2689,80,38.4,28.5,Stressed,Neutral
5353,52,Female,151,63,Cycling,106,502,168,14695,5.73,Medium,6.0,1.9,2772,54,38.4,28.5,Tired,Neutral
5354,32,Male,162,57,Running,83,569,155,19220,11.88,High,5.9,1.9,2571,89,38.4,28.5,Tired,Fatigued
5355,50,Male,181,72,Cycling,41,261,89,13377,10.72,High,5.9,1.9,2773,72,38.4,28.5,Neutral,Energized
5356,56,Male,172,117,Running,78,384,80,7477,5.2,Low,7.8,1.9,3916,77,38.4,28.5,Neutral,Fatigued
5357,41,Male,183,87,Cycling,113,245,158,9140,12.0,High,7.3,1.9,1822,81,38.4,28.5,Happy,Neutral
5358,54,Female,151,65,Strength,84,507,160,14337,1.43,High,5.6,1.9,3025,86,38.4,28.5,Happy,Fatigued
5359,33,Other,159,86,Strength,29,189,136,5594,3.03,High,5.3,1.9,1733,82,38.4,28.5,Tired,Neutral
5360,19,Male,169,54,Cardio,39,399,175,3995,13.18,Medium,4.0,1.9,3380,76,38.4,28.5,Happy,Fatigued
5361,48,Female,159,101,Strength,88,536,138,7078,10.8,Low,4.7,1.9,3065,67,38.4,28.5,Happy,Neutral
5362,53,Female,163,73,HIIT,78,773,92,3317,3.8,Low,8.1,1.9,2667,63,38.4,28.5,Happy,Fatigued
5363,55,Other,156,117,Running,97,753,169,6688,11.15,High,7.7,1.9,2063,89,38.4,28.5,Stressed,Fatigued
5364,58,Male,154,109,Strength,77,564,172,15362,7.57,High,5.4,1.9,3256,69,38.4,28.5,Tired,Neutral
5365,34,Female,198,51,Cardio,17,665,151,14716,1.1,High,8.2,1.9,2921,50,38.4,28.5,Stressed,Neutral
5366,48,Female,177,61,Yoga,48,288,144,16194,7.5,Medium,9.8,1.9,3929,53,38.4,28.5,Happy,Fatigued
5367,57,Male,168,73,HIIT,75,629,136,4733,14.4,Medium,6.2,1.9,3636,73,38.4,28.5,Happy,Energized
5368,20,Other,197,109,Yoga,64,962,174,13704,10.4,Medium,10.0,1.9,2865,74,38.4,28.5,Happy,Energized
5369,49,Male,190,107,Yoga,53,524,99,12546,14.73,High,7.2,1.9,3668,84,38.4,28.5,Stressed,Neutral
5370,22,Other,180,98,HIIT,111,303,129,5834,10.28,Medium,8.9,1.9,2994,83,38.4,28.5,Happy,Neutral
5371,42,Other,150,110,Yoga,44,659,125,18552,7.11,High,9.7,1.9,3011,66,38.4,28.5,Happy,Energized
5372,47,Male,160,90,Cycling,30,837,81,19015,0.77,High,9.2,1.9,1871,57,38.4,28.5,Happy,Fatigued
5373,30,Other,180,97,Strength,39,231,91,5722,8.35,High,5.6,1.9,2567,89,38.4,28.5,Stressed,Neutral
5374,18,Female,169,118,Cardio,60,321,119,19376,9.78,Low,4.4,1.9,2111,53,38.4,28.5,Tired,Neutral
5375,26,Other,181,66,Running,44,701,126,14059,7.17,Low,5.6,1.9,3217,86,38.4,28.5,Neutral,Fatigued
5376,59,Male,162,70,HIIT,95,612,121,3061,10.67,Medium,7.0,1.9,3476,57,38.4,28.5,Neutral,Energized
5377,30,Female,168,119,Running,35,848,88,16567,4.89,Medium,4.9,1.9,2879,68,38.4,28.5,Stressed,Neutral
5378,51,Female,161,71,Strength,45,605,149,15583,8.55,Medium,9.1,1.9,2048,65,38.4,28.5,Neutral,Energized
5379,35,Other,171,88,Yoga,105,977,157,2335,5.79,High,5.4,1.9,3085,52,38.4,28.5,Neutral,Fatigued
5380,46,Other,152,117,HIIT,71,276,156,2405,1.64,High,5.9,1.9,3473,68,38.4,28.5,Stressed,Fatigued
5381,42,Female,173,53,HIIT,89,697,154,2354,9.76,High,7.2,1.9,2836,79,38.4,28.5,Happy,Fatigued
5382,53,Female,159,100,Cycling,12,110,104,17548,12.21,Medium,7.5,1.9,1898,68,38.4,28.5,Stressed,Energized
5383,36,Other,181,85,Cycling,52,144,104,19600,9.19,Low,9.0,1.9,3924,68,38.4,28.5,Stressed,Neutral
5384,45,Male,167,51,Cycling,87,911,120,2857,5.31,Low,6.3,1.9,3707,76,38.4,28.5,Happy,Fatigued
5385,55,Male,186,91,HIIT,99,853,167,14834,6.4,High,7.3,1.9,3132,82,38.4,28.5,Tired,Neutral
5386,53,Female,196,108,Strength,73,936,147,5690,13.27,Medium,7.1,1.9,3149,89,38.4,28.5,Neutral,Fatigued
5387,27,Other,196,52,Cardio,79,713,150,17417,11.75,Low,7.9,1.9,3755,58,38.4,28.5,Happy,Fatigued
5388,58,Male,152,60,Cycling,16,739,83,9147,12.98,Low,4.0,1.9,3144,77,38.4,28.5,Neutral,Energized
5389,57,Other,184,62,Running,67,577,166,19164,13.72,Low,6.2,1.9,1775,80,38.4,28.5,Neutral,Energized
5390,47,Female,188,50,Cycling,67,775,119,10095,6.63,High,4.6,1.9,3338,65,38.4,28.5,Tired,Fatigued
5391,26,Other,192,114,Running,95,768,93,1745,14.49,High,4.1,1.9,1978,65,38.4,28.5,Happy,Neutral
5392,18,Female,184,83,Cardio,106,271,113,2960,13.04,Medium,9.4,1.9,3722,77,38.4,28.5,Neutral,Neutral
5393,53,Other,177,100,Running,66,724,96,15650,10.81,Low,9.7,1.9,2200,82,38.4,28.5,Tired,Neutral
5394,45,Male,198,79,Cycling,29,912,121,6868,11.55,Low,6.6,1.9,2285,89,38.4,28.5,Neutral,Fatigued
5395,36,Female,184,72,Cycling,34,687,176,9127,9.41,High,5.5,1.9,2000,81,38.4,28.5,Neutral,Fatigued
5396,41,Female,183,93,Cardio,57,796,166,10936,0.62,High,8.3,1.9,2173,55,38.4,28.5,Happy,Fatigued
5397,31,Male,178,83,HIIT,38,635,163,10125,1.1,Medium,8.0,1.9,1562,71,38.4,28.5,Stressed,Fatigued
5398,22,Female,169,106,Strength,77,646,117,11097,4.79,Medium,5.0,1.9,3787,65,38.4,28.5,Neutral,Energized
5399,44,Female,184,55,Yoga,95,416,131,16147,9.64,Medium,5.4,1.9,3423,69,38.4,28.5,Stressed,Fatigued
5400,35,Female,184,105,Strength,101,851,163,9345,3.6,Medium,9.7,1.9,3463,66,38.4,28.5,Tired,Energized
5401,44,Male,190,69,Cardio,90,713,108,18393,0.77,Medium,4.7,1.9,3694,75,38.4,28.5,Happy,Neutral
5402,33,Female,167,65,Strength,90,622,130,9629,7.53,Medium,7.9,1.9,2720,69,38.4,28.5,Happy,Neutral
5403,40,Male,180,86,Cardio,105,531,154,8837,2.26,High,6.1,1.9,3479,55,38.4,28.5,Stressed,Energized
5404,23,Female,174,74,Strength,31,985,116,7607,8.42,Low,5.5,1.9,1941,63,38.4,28.5,Neutral,Energized
5405,26,Female,198,89,Yoga,56,118,124,2599,0.97,Medium,8.1,1.9,3478,62,38.4,28.5,Happy,Energized
5406,33,Other,181,80,Strength,78,287,138,12193,9.88,High,9.5,1.9,3814,79,38.4,28.5,Tired,Fatigued
5407,43,Other,166,76,Yoga,51,702,174,14801,3.31,Medium,7.7,1.9,2403,63,38.4,28.5,Happy,Neutral
5408,19,Other,176,64,Cycling,34,432,146,18674,8.28,Medium,8.0,1.9,1705,76,38.4,28.5,Neutral,Energized
5409,49,Other,194,52,Strength,12,828,123,12720,9.07,High,4.8,1.9,2226,64,38.4,28.5,Stressed,Fatigued
5410,43,Female,165,105,Cardio,85,681,168,6585,11.45,Medium,5.8,1.9,3714,50,38.4,28.5,Happy,Neutral
5411,37,Other,187,77,HIIT,51,892,142,19875,9.13,High,8.5,1.9,2145,73,38.4,28.5,Stressed,Energized
5412,20,Other,182,90,Strength,107,119,104,9647,13.3,High,7.4,1.9,2595,69,38.4,28.5,Stressed,Fatigued
5413,48,Male,155,89,HIIT,85,118,158,18874,12.46,Low,7.5,1.9,3088,65,38.4,28.5,Neutral,Fatigued
5414,34,Other,167,89,Cycling,46,931,155,3669,11.01,High,6.7,1.9,1767,70,38.4,28.5,Neutral,Neutral
5415,52,Female,152,108,Cycling,70,387,158,19136,11.97,Low,4.5,1.9,3107,71,38.4,28.5,Happy,Fatigued
5416,42,Female,181,95,Running,76,910,84,6805,7.99,Medium,8.9,1.9,3614,69,38.4,28.5,Stressed,Energized
5417,32,Male,182,86,Strength,54,670,179,15563,4.83,Medium,5.1,1.9,3708,77,38.4,28.5,Happy,Fatigued
5418,44,Male,164,107,Cycling,32,489,91,4971,13.04,Medium,9.0,1.9,2298,76,38.4,28.5,Happy,Neutral
5419,36,Male,150,74,Cycling,33,570,86,18694,9.17,Medium,9.8,1.9,2548,55,38.4,28.5,Tired,Neutral
5420,58,Male,174,68,Strength,73,577,159,1927,12.31,Low,6.8,1.9,2628,84,38.4,28.5,Neutral,Fatigued
5421,31,Female,170,52,Strength,45,214,153,6984,13.39,Low,4.4,1.9,2204,56,38.4,28.5,Happy,Fatigued
5422,32,Male,171,90,Yoga,105,678,121,8380,9.08,Medium,5.0,1.9,3741,87,38.4,28.5,Stressed,Energized
5423,20,Female,167,112,HIIT,11,308,126,3788,5.27,Low,9.4,1.9,1682,84,38.4,28.5,Tired,Neutral
5424,18,Other,187,79,Cycling,118,239,125,13535,9.56,Medium,6.2,1.9,2715,65,38.4,28.5,Happy,Energized
5425,50,Female,194,118,HIIT,116,649,132,5122,9.99,Medium,6.8,1.9,2112,82,38.4,28.5,Stressed,Fatigued
5426,28,Female,193,56,Strength,77,513,99,14072,14.32,Low,7.9,1.9,3166,83,38.4,28.5,Happy,Neutral
5427,23,Female,169,98,Cardio,61,590,85,14514,12.01,Medium,7.9,1.9,1967,51,38.4,28.5,Neutral,Energized
5428,42,Male,194,112,Cardio,30,540,163,11322,11.33,Low,6.0,1.9,2201,78,38.4,28.5,Happy,Energized
5429,28,Female,173,97,HIIT,15,315,164,11625,10.8,Low,9.3,1.9,1669,75,38.4,28.5,Tired,Energized
5430,35,Other,153,111,Cycling,56,329,178,3263,0.74,Medium,5.2,1.9,2310,66,38.4,28.5,Tired,Fatigued
5431,35,Male,166,57,HIIT,33,945,167,13404,2.34,High,8.2,1.9,3494,61,38.4,28.5,Happy,Fatigued
5432,28,Male,192,68,HIIT,110,871,112,3650,11.26,Low,9.4,1.9,2581,64,38.4,28.5,Neutral,Energized
5433,18,Male,186,62,Strength,22,700,83,18327,2.86,High,9.8,1.9,2672,61,38.4,28.5,Stressed,Neutral
5434,49,Female,179,107,Running,68,278,127,8271,6.81,High,9.3,1.9,3177,71,38.4,28.5,Neutral,Fatigued
5435,24,Male,151,69,Yoga,13,637,80,14605,2.06,Medium,8.4,1.9,3618,50,38.4,28.5,Neutral,Energized
5436,37,Female,151,52,Strength,46,904,160,14885,12.14,High,6.2,1.9,2075,56,38.4,28.5,Neutral,Fatigued
5437,38,Male,184,79,Cardio,15,329,139,3977,5.39,Low,4.2,1.9,1646,52,38.4,28.5,Neutral,Energized
5438,49,Female,194,55,Yoga,61,176,115,13486,3.88,Medium,6.7,1.9,1596,64,38.4,28.5,Tired,Neutral
5439,23,Other,173,84,HIIT,51,293,179,16630,14.14,Medium,9.1,1.9,3339,58,38.4,28.5,Neutral,Fatigued
5440,47,Female,173,73,Cycling,45,473,107,17892,13.91,Low,6.1,1.9,2083,54,38.4,28.5,Tired,Fatigued
5441,43,Male,177,110,Strength,92,678,141,10984,10.66,Low,7.3,1.9,2687,52,38.4,28.5,Neutral,Neutral
5442,25,Female,189,83,Cardio,73,431,119,19888,8.58,High,7.3,1.9,1548,85,38.4,28.5,Tired,Neutral
5443,19,Male,161,100,Running,89,536,161,3524,0.81,High,9.8,1.9,2448,74,38.4,28.5,Tired,Fatigued
5444,20,Female,190,105,Cycling,109,250,106,4679,7.07,High,4.2,1.9,3627,64,38.4,28.5,Happy,Fatigued
5445,34,Other,158,113,HIIT,99,926,110,1275,11.76,Low,4.5,1.9,3307,53,38.4,28.5,Stressed,Fatigued
5446,39,Other,175,111,HIIT,68,389,163,15514,8.93,Low,5.5,1.9,1565,64,38.4,28.5,Tired,Fatigued
5447,52,Male,153,93,HIIT,32,287,118,13990,14.45,Low,4.2,1.9,3307,54,38.4,28.5,Neutral,Fatigued
5448,53,Male,161,88,Cardio,89,601,116,15963,14.26,Medium,4.7,1.9,3759,62,38.4,28.5,Stressed,Energized
5449,31,Male,175,106,Cycling,63,853,151,14872,9.71,Low,5.9,1.9,2669,56,38.4,28.5,Neutral,Fatigued
5450,32,Female,170,112,HIIT,30,278,178,15623,8.74,Low,7.1,1.9,2990,84,38.4,28.5,Neutral,Energized
5451,46,Male,190,115,Running,15,416,84,6001,9.42,Medium,8.0,1.9,3508,84,38.4,28.5,Tired,Fatigued
5452,46,Male,157,106,Yoga,89,562,163,18942,7.7,Medium,9.0,1.9,2893,80,38.4,28.5,Neutral,Fatigued
5453,33,Male,178,75,Running,41,671,167,12805,7.54,High,7.9,1.9,3647,78,38.4,28.5,Neutral,Energized
5454,50,Other,166,92,Cycling,19,142,134,11049,7.28,Medium,7.8,1.9,3754,77,38.4,28.5,Stressed,Energized
5455,39,Male,189,119,HIIT,102,633,139,14737,10.51,Medium,5.3,1.9,2899,69,38.4,28.5,Happy,Fatigued
5456,44,Other,156,110,HIIT,111,759,87,18436,2.73,High,8.0,1.9,1563,55,38.4,28.5,Neutral,Neutral
5457,19,Other,184,81,Cardio,84,843,176,9779,3.86,Low,5.7,1.9,2834,78,38.4,28.5,Stressed,Neutral
5458,37,Female,185,78,Cycling,58,140,179,16848,8.16,Medium,7.7,1.9,2187,82,38.4,28.5,Happy,Neutral
5459,32,Other,186,64,Yoga,53,312,166,17799,14.45,High,7.7,1.9,3066,67,38.4,28.5,Tired,Fatigued
5460,38,Other,178,95,Cycling,13,958,144,7047,12.29,Low,7.5,1.9,2534,79,38.4,28.5,Happy,Neutral
5461,52,Other,170,73,Running,114,289,88,17021,5.75,High,4.3,1.9,3205,83,38.4,28.5,Happy,Fatigued
5462,20,Other,191,99,Strength,34,622,131,12934,7.48,Medium,9.4,1.9,2410,87,38.4,28.5,Happy,Neutral
5463,46,Male,182,84,Cycling,80,460,104,3784,11.66,High,8.2,1.9,2100,51,38.4,28.5,Happy,Neutral
5464,52,Female,154,75,Strength,47,351,157,1217,8.99,Medium,5.1,1.9,2513,86,38.4,28.5,Tired,Neutral
5465,22,Female,173,96,Cardio,53,385,81,13959,11.52,Low,5.1,1.9,1824,77,38.4,28.5,Tired,Neutral
5466,56,Other,199,102,Yoga,13,894,140,7624,8.75,High,5.1,1.9,3216,55,38.4,28.5,Neutral,Fatigued
5467,27,Other,180,72,Strength,102,330,131,15997,3.82,High,6.6,1.9,2583,60,38.4,28.5,Happy,Fatigued
5468,25,Male,170,117,Cardio,36,417,99,8291,12.06,High,7.6,1.9,3496,87,38.4,28.5,Tired,Neutral
5469,29,Male,165,119,Yoga,65,185,109,8710,11.8,High,6.4,1.9,3075,59,38.4,28.5,Stressed,Fatigued
5470,48,Female,178,61,Yoga,91,346,80,19267,11.46,High,6.0,1.9,3692,87,38.4,28.5,Happy,Neutral
5471,44,Other,190,111,Strength,57,835,178,15349,14.84,Medium,6.4,1.9,3164,74,38.4,28.5,Happy,Energized
5472,42,Male,164,102,HIIT,18,923,137,6046,12.82,Low,6.4,1.9,3134,77,38.4,28.5,Neutral,Fatigued
5473,48,Male,167,65,Cardio,17,450,90,15245,11.45,Low,7.0,1.9,3697,66,38.4,28.5,Tired,Neutral
5474,19,Male,171,89,Cardio,13,392,105,16858,10.43,High,5.6,1.9,2500,69,38.4,28.5,Stressed,Fatigued
5475,22,Female,160,81,Yoga,37,484,101,6333,13.42,High,4.6,1.9,2117,78,38.4,28.5,Neutral,Energized
5476,27,Male,175,105,Running,104,604,137,11555,4.49,High,7.7,1.9,3994,67,38.4,28.5,Stressed,Energized
5477,34,Male,170,73,Yoga,89,630,167,8370,11.27,Medium,6.0,1.9,2619,75,38.4,28.5,Happy,Fatigued
5478,37,Male,158,77,Running,102,895,155,14418,8.46,High,4.6,1.9,1583,64,38.4,28.5,Tired,Energized
5479,43,Male,166,103,Cardio,32,703,139,2893,11.71,Medium,9.0,1.9,2639,75,38.4,28.5,Happy,Neutral
5480,20,Male,196,102,Yoga,111,203,105,16293,13.83,High,8.9,1.9,3342,65,38.4,28.5,Happy,Neutral
5481,31,Female,193,109,Running,79,289,149,2850,6.69,Low,4.0,1.9,2997,56,38.4,28.5,Stressed,Energized
5482,50,Female,194,93,Strength,115,949,101,16566,5.51,Low,6.2,1.9,3815,52,38.4,28.5,Happy,Neutral
